AISC MANUAL LABEL,TYPE,Weight,Area,Depth,Height,Outer Diameter,bf,B,ID,tw,tf,T,TNOM,TDES,Kdes,Kdet,K1,X,Y,E0,XP,YP,bf/2tf,B_T,h/t,H_T,D_T,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,rz,J,Cw,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
,,lbs,in2,in,in,in,in,in,in,in,in,,in,in,in,in,IN,,,,,,,,,,,in4,in3,in3,in,in4,in3,in3,in,in,in4,in6,,,,,,,,,
2L5X3X7/16X3/4LLBB,2L,22.5,6.62,5.00,,,,3,,,,0.4375,,,,,,,1.72,,,1.21,,,,,,16.8,9.07,5.12,1.59,,,,1.38,,,,,,,,,2.58,0.664,,1.00
2L5X3X3/8LLBB,2L,19.5,5.73,5.00,,,,3,,,,0.375,,,,,,,1.69,,,1.18,,,,,,14.7,7.87,4.44,1.60,,,,1.09,,,,,,,,,2.45,0.624,,1.00
2L5X3X3/8X3/8LLBB,2L,19.5,5.73,5.00,,,,3,,,,0.375,,,,,,,1.69,,,1.18,,,,,,14.7,7.87,4.44,1.60,,,,1.22,,,,,,,,,2.51,0.642,,0.983
2L5X3X3/8X3/4LLBB,2L,19.5,5.73,5.00,,,,3,,,,0.375,,,,,,,1.69,,,1.18,,,,,,14.7,7.87,4.44,1.60,,,,1.36,,,,,,,,,2.59,0.661,,0.983
2L5X3X5/16LLBB,2L,16.4,4.81,5.00,,,,3,,,,0.3125,,,,,,,1.67,,,1.15,,,,,,12.5,6.63,3.74,1.61,,,,1.08,,,,,,,,,2.46,0.623,,1.00
2L5X3X5/16X3/8LLBB,2L,16.4,4.81,5.00,,,,3,,,,0.3125,,,,,,,1.67,,,1.15,,,,,,12.5,6.63,3.74,1.61,,,,1.21,,,,,,,,,2.52,0.640,,0.912
2L5X3X5/16X3/4LLBB,2L,16.4,4.81,5.00,,,,3,,,,0.3125,,,,,,,1.67,,,1.15,,,,,,12.5,6.63,3.74,1.61,,,,1.35,,,,,,,,,2.59,0.659,,0.912
2L5X3X1/4LLBB,2L,13.2,3.88,5.00,,,,3,,,,0.25,,,,,,,1.64,,,1.12,,,,,,10.2,5.37,3.03,1.62,,,,1.07,,,,,,,,,2.46,0.622,,1.00
2L5X3X1/4X3/8LLBB,2L,13.2,3.88,5.00,,,,3,,,,0.25,,,,,,,1.64,,,1.12,,,,,,10.2,5.37,3.03,1.62,,,,1.19,,,,,,,,,2.52,0.638,,0.804
2L5X3X1/4X3/4LLBB,2L,13.2,3.88,5.00,,,,3,,,,0.25,,,,,,,1.64,,,1.12,,,,,,10.2,5.37,3.03,1.62,,,,1.33,,,,,,,,,2.59,0.657,,0.804
2L4X3-1/2X1/2LLBB,2L,23.8,7.01,4.00,,,,3.5,,,,0.5,,,,,,,1.24,,,0.500,,,,,,10.6,6.91,3.84,1.23,,,,1.44,,,,,,,,,2.14,0.784,,1.00
2L4X3-1/2X1/2X3/8LLBB,2L,23.8,7.01,4.00,,,,3.5,,,,0.5,,,,,,,1.24,,,0.500,,,,,,10.6,6.91,3.84,1.23,,,,1.57,,,,,,,,,2.23,0.802,,1.00
2L4X3-1/2X1/2X3/4LLBB,2L,23.8,7.01,4.00,,,,3.5,,,,0.5,,,,,,,1.24,,,0.500,,,,,,10.6,6.91,3.84,1.23,,,,1.72,,,,,,,,,2.33,0.819,,1.00
2L4X3-1/2X3/8LLBB,2L,18.2,5.35,4.00,,,,3.5,,,,0.375,,,,,,,1.20,,,0.430,,,,,,8.30,5.32,2.96,1.25,,,,1.42,,,,,,,,,2.14,0.778,,1.00
2L4X3-1/2X3/8X3/8LLBB,2L,18.2,5.35,4.00,,,,3.5,,,,0.375,,,,,,,1.20,,,0.430,,,,,,8.30,5.32,2.96,1.25,,,,1.55,,,,,,,,,2.23,0.795,,1.00
2L4X3-1/2X3/8X3/4LLBB,2L,18.2,5.35,4.00,,,,3.5,,,,0.375,,,,,,,1.20,,,0.430,,,,,,8.30,5.32,2.96,1.25,,,,1.69,,,,,,,,,2.33,0.813,,1.00
2L4X3-1/2X5/16LLBB,2L,15.3,4.50,4.00,,,,3.5,,,,0.3125,,,,,,,1.17,,,0.400,,,,,,7.07,4.49,2.50,1.25,,,,1.40,,,,,,,,,2.14,0.775,,1.00
2L4X3-1/2X5/16X3/8LLBB,2L,15.3,4.50,4.00,,,,3.5,,,,0.3125,,,,,,,1.17,,,0.400,,,,,,7.07,4.49,2.50,1.25,,,,1.53,,,,,,,,,2.23,0.792,,0.997
2L4X3-1/2X5/16X3/4LLBB,2L,15.3,4.50,4.00,,,,3.5,,,,0.3125,,,,,,,1.17,,,0.400,,,,,,7.07,4.49,2.50,1.25,,,,1.68,,,,,,,,,2.33,0.810,,0.997
2L4X3-1/2X1/4LLBB,2L,12.4,3.63,4.00,,,,3.5,,,,0.25,,,,,,,1.14,,,0.370,,,,,,5.78,3.63,2.02,1.26,,,,1.39,,,,,,,,,2.14,0.773,,1.00
2L4X3-1/2X1/4X3/8LLBB,2L,12.4,3.63,4.00,,,,3.5,,,,0.25,,,,,,,1.14,,,0.370,,,,,,5.78,3.63,2.02,1.26,,,,1.52,,,,,,,,,2.22,0.790,,0.912
2L4X3-1/2X1/4X3/4LLBB,2L,12.4,3.63,4.00,,,,3.5,,,,0.25,,,,,,,1.14,,,0.370,,,,,,5.78,3.63,2.02,1.26,,,,1.66,,,,,,,,,2.32,0.807,,0.912
2L4X3X5/8LLBB,2L,27.1,7.98,4.00,,,,3,,,,0.625,,,,,,,1.37,,,0.810,,,,,,12.0,8.16,4.56,1.23,,,,1.21,,,,,,,,,2.02,0.728,,1.00
2L4X3X5/8X3/8LLBB,2L,27.1,7.98,4.00,,,,3,,,,0.625,,,,,,,1.37,,,0.810,,,,,,12.0,8.16,4.56,1.23,,,,1.35,,,,,,,,,2.11,0.750,,1.00
2L4X3X5/8X3/4LLBB,2L,27.1,7.98,4.00,,,,3,,,,0.625,,,,,,,1.37,,,0.810,,,,,,12.0,8.16,4.56,1.23,,,,1.50,,,,,,,,,2.21,0.773,,1.00
2L4X3X1/2LLBB,2L,22.1,6.51,4.00,,,,3,,,,0.5,,,,,,,1.32,,,0.750,,,,,,10.0,6.73,3.75,1.24,,,,1.19,,,,,,,,,2.02,0.721,,1.00
2L4X3X1/2X3/8LLBB,2L,22.1,6.51,4.00,,,,3,,,,0.5,,,,,,,1.32,,,0.750,,,,,,10.0,6.73,3.75,1.24,,,,1.32,,,,,,,,,2.11,0.743,,1.00
2L4X3X1/2X3/4LLBB,2L,22.1,6.51,4.00,,,,3,,,,0.5,,,,,,,1.32,,,0.750,,,,,,10.0,6.73,3.75,1.24,,,,1.47,,,,,,,,,2.20,0.765,,1.00
2L4X3X3/8LLBB,2L,16.9,4.98,4.00,,,,3,,,,0.375,,,,,,,1.27,,,0.680,,,,,,7.88,5.19,2.89,1.26,,,,1.17,,,,,,,,,2.03,0.715,,1.00
2L4X3X3/8X3/8LLBB,2L,16.9,4.98,4.00,,,,3,,,,0.375,,,,,,,1.27,,,0.680,,,,,,7.88,5.19,2.89,1.26,,,,1.30,,,,,,,,,2.11,0.736,,1.00
2L4X3X3/8X3/4LLBB,2L,16.9,4.98,4.00,,,,3,,,,0.375,,,,,,,1.27,,,0.680,,,,,,7.88,5.19,2.89,1.26,,,,1.44,,,,,,,,,2.20,0.757,,1.00
2L4X3X5/16LLBB,2L,14.2,4.19,4.00,,,,3,,,,0.3125,,,,,,,1.25,,,0.650,,,,,,6.72,4.38,2.44,1.27,,,,1.16,,,,,,,,,2.03,0.712,,1.00
2L4X3X5/16X3/8LLBB,2L,14.2,4.19,4.00,,,,3,,,,0.3125,,,,,,,1.25,,,0.650,,,,,,6.72,4.38,2.44,1.27,,,,1.29,,,,,,,,,2.11,0.733,,0.997
2L4X3X5/16X3/4LLBB,2L,14.2,4.19,4.00,,,,3,,,,0.3125,,,,,,,1.25,,,0.650,,,,,,6.72,4.38,2.44,1.27,,,,1.43,,,,,,,,,2.20,0.754,,0.997
2L4X3X1/4LLBB,2L,11.5,3.38,4.00,,,,3,,,,0.25,,,,,,,1.22,,,0.620,,,,,,5.49,3.55,1.98,1.27,,,,1.15,,,,,,,,,2.03,0.710,,1.00
2L4X3X1/4X3/8LLBB,2L,11.5,3.38,4.00,,,,3,,,,0.25,,,,,,,1.22,,,0.620,,,,,,5.49,3.55,1.98,1.27,,,,1.27,,,,,,,,,2.11,0.730,,0.912
2L4X3X1/4X3/4LLBB,2L,11.5,3.38,4.00,,,,3,,,,0.25,,,,,,,1.22,,,0.620,,,,,,5.49,3.55,1.98,1.27,,,,1.41,,,,,,,,,2.20,0.751,,0.912
2L3-1/2X3X1/2LLBB,2L,20.6,6.04,3.50,,,,3,,,,0.5,,,,,,,1.12,,,0.480,,,,,,6.91,5.23,2.90,1.07,,,,1.23,,,,,,,,,1.85,0.780,,1.00
2L3-1/2X3X1/2X3/8LLBB,2L,20.6,6.04,3.50,,,,3,,,,0.5,,,,,,,1.12,,,0.480,,,,,,6.91,5.23,2.90,1.07,,,,1.37,,,,,,,,,1.94,0.801,,1.00
2L3-1/2X3X1/2X3/4LLBB,2L,20.6,6.04,3.50,,,,3,,,,0.5,,,,,,,1.12,,,0.480,,,,,,6.91,5.23,2.90,1.07,,,,1.52,,,,,,,,,2.05,0.822,,1.00
2L3-1/2X3X7/16LLBB,2L,18.2,5.34,3.50,,,,3,,,,0.4375,,,,,,,1.09,,,0.450,,,,,,6.20,4.65,2.58,1.08,,,,1.22,,,,,,,,,1.85,0.776,,1.00
2L3-1/2X3X7/16X3/8LLBB,2L,18.2,5.34,3.50,,,,3,,,,0.4375,,,,,,,1.09,,,0.450,,,,,,6.20,4.65,2.58,1.08,,,,1.36,,,,,,,,,1.94,0.797,,1.00
2L3-1/2X3X7/16X3/4LLBB,2L,18.2,5.34,3.50,,,,3,,,,0.4375,,,,,,,1.09,,,0.450,,,,,,6.20,4.65,2.58,1.08,,,,1.51,,,,,,,,,2.05,0.818,,1.00
2L3-1/2X3X3/8LLBB,2L,15.8,4.63,3.50,,,,3,,,,0.375,,,,,,,1.07,,,0.410,,,,,,5.45,4.05,2.24,1.09,,,,1.21,,,,,,,,,1.85,0.773,,1.00
2L3-1/2X3X3/8X3/8LLBB,2L,15.8,4.63,3.50,,,,3,,,,0.375,,,,,,,1.07,,,0.410,,,,,,5.45,4.05,2.24,1.09,,,,1.35,,,,,,,,,1.94,0.794,,1.00
2L3-1/2X3X3/8X3/4LLBB,2L,15.8,4.63,3.50,,,,3,,,,0.375,,,,,,,1.07,,,0.410,,,,,,5.45,4.05,2.24,1.09,,,,1.49,,,,,,,,,2.05,0.814,,1.00
2L3-1/2X3X5/16LLBB,2L,13.3,3.91,3.50,,,,3,,,,0.3125,,,,,,,1.05,,,0.380,,,,,,4.67,3.43,1.90,1.09,,,,1.20,,,,,,,,,1.85,0.770,,1.00
2L3-1/2X3X5/16X3/8LLBB,2L,13.3,3.91,3.50,,,,3,,,,0.3125,,,,,,,1.05,,,0.380,,,,,,4.67,3.43,1.90,1.09,,,,1.33,,,,,,,,,1.94,0.790,,1.00
2L3-1/2X3X5/16X3/4LLBB,2L,13.3,3.91,3.50,,,,3,,,,0.3125,,,,,,,1.05,,,0.380,,,,,,4.67,3.43,1.90,1.09,,,,1.48,,,,,,,,,2.04,0.811,,1.00
2L3-1/2X3X1/4LLBB,2L,10.8,3.16,3.50,,,,3,,,,0.25,,,,,,,1.02,,,0.340,,,,,,3.84,2.79,1.55,1.10,,,,1.19,,,,,,,,,1.85,0.767,,1.00
2L3-1/2X3X1/4X3/8LLBB,2L,10.8,3.16,3.50,,,,3,,,,0.25,,,,,,,1.02,,,0.340,,,,,,3.84,2.79,1.55,1.10,,,,1.32,,,,,,,,,1.94,0.787,,0.965
2L3-1/2X3X1/4X3/4LLBB,2L,10.8,3.16,3.50,,,,3,,,,0.25,,,,,,,1.02,,,0.340,,,,,,3.84,2.79,1.55,1.10,,,,1.46,,,,,,,,,2.04,0.807,,0.965
2L3-1/2X2-1/2X1/2LLBB,2L,18.8,5.53,3.50,,,,2.5,,,,0.5,,,,,,,1.20,,,0.740,,,,,,6.48,5.05,2.82,1.08,,,,0.992,,,,,,,,,1.75,0.706,,1.00
2L3-1/2X2-1/2X1/2X3/8LLBB,2L,18.8,5.53,3.50,,,,2.5,,,,0.5,,,,,,,1.20,,,0.740,,,,,,6.48,5.05,2.82,1.08,,,,1.13,,,,,,,,,1.83,0.732,,1.00
2L3-1/2X2-1/2X1/2X3/4LLBB,2L,18.8,5.53,3.50,,,,2.5,,,,0.5,,,,,,,1.20,,,0.740,,,,,,6.48,5.05,2.82,1.08,,,,1.28,,,,,,,,,1.93,0.759,,1.00
2L3-1/2X2-1/2X3/8LLBB,2L,14.5,4.25,3.50,,,,2.5,,,,0.375,,,,,,,1.15,,,0.670,,,,,,5.13,3.93,2.18,1.10,,,,0.970,,,,,,,,,1.75,0.698,,1.00
2L3-1/2X2-1/2X3/8X3/8LLBB,2L,14.5,4.25,3.50,,,,2.5,,,,0.375,,,,,,,1.15,,,0.670,,,,,,5.13,3.93,2.18,1.10,,,,1.11,,,,,,,,,1.83,0.724,,1.00
2L3-1/2X2-1/2X3/8X3/4LLBB,2L,14.5,4.25,3.50,,,,2.5,,,,0.375,,,,,,,1.15,,,0.670,,,,,,5.13,3.93,2.18,1.10,,,,1.25,,,,,,,,,1.93,0.750,,1.00
2L3-1/2X2-1/2X5/16LLBB,2L,12.2,3.58,3.50,,,,2.5,,,,0.3125,,,,,,,1.13,,,0.630,,,,,,4.39,3.33,1.85,1.11,,,,0.960,,,,,,,,,1.76,0.695,,1.00
2L3-1/2X2-1/2X5/16X3/8LLBB,2L,12.2,3.58,3.50,,,,2.5,,,,0.3125,,,,,,,1.13,,,0.630,,,,,,4.39,3.33,1.85,1.11,,,,1.09,,,,,,,,,1.83,0.720,,1.00
2L3-1/2X2-1/2X5/16X3/4LLBB,2L,12.2,3.58,3.50,,,,2.5,,,,0.3125,,,,,,,1.13,,,0.630,,,,,,4.39,3.33,1.85,1.11,,,,1.24,,,,,,,,,1.92,0.746,,1.00
2L3-1/2X2-1/2X1/4LLBB,2L,9.88,2.90,3.50,,,,2.5,,,,0.25,,,,,,,1.10,,,0.600,,,,,,3.61,2.72,1.51,1.12,,,,0.950,,,,,,,,,1.76,0.693,,1.00
2L3-1/2X2-1/2X1/4X3/8LLBB,2L,9.88,2.90,3.50,,,,2.5,,,,0.25,,,,,,,1.10,,,0.600,,,,,,3.61,2.72,1.51,1.12,,,,1.08,,,,,,,,,1.83,0.717,,0.965
2L3-1/2X2-1/2X1/4X3/4LLBB,2L,9.88,2.90,3.50,,,,2.5,,,,0.25,,,,,,,1.10,,,0.600,,,,,,3.61,2.72,1.51,1.12,,,,1.22,,,,,,,,,1.92,0.742,,0.965
2L3X2-1/2X1/2LLBB,2L,17.1,5.01,3.00,,,,2.5,,,,0.5,,,,,,,0.995,,,0.490,,,,,,4.15,3.72,2.07,0.910,,,,1.04,,,,,,,,,1.57,0.774,,1.00
2L3X2-1/2X1/2X3/8LLBB,2L,17.1,5.01,3.00,,,,2.5,,,,0.5,,,,,,,0.995,,,0.490,,,,,,4.15,3.72,2.07,0.910,,,,1.18,,,,,,,,,1.66,0.800,,1.00
2L3X2-1/21/2X3/4LLBB,2L,17.1,5.01,3.00,,,,2.5,,,,0.5,,,,,,,0.995,,,0.490,,,,,,4.15,3.72,2.07,0.910,,,,1.33,,,,,,,,,1.78,0.824,,1.00
2L3X2-1/2X7/16LLBB,2L,15.1,4.44,3.00,,,,2.5,,,,0.4375,,,,,,,0.972,,,0.460,,,,,,3.73,3.31,1.84,0.917,,,,1.02,,,,,,,,,1.57,0.769,,1.00
2L3X2-1/2X7/16X3/8LLBB,2L,15.1,4.44,3.00,,,,2.5,,,,0.4375,,,,,,,0.972,,,0.460,,,,,,3.73,3.31,1.84,0.917,,,,1.16,,,,,,,,,1.66,0.795,,1.00
2L3X2-1/2X7/16X3/4LLBB,2L,15.1,4.44,3.00,,,,2.5,,,,0.4375,,,,,,,0.972,,,0.460,,,,,,3.73,3.31,1.84,0.917,,,,1.32,,,,,,,,,1.77,0.819,,1.00
2L3X2-1/2X3/8LLBB,2L,13.1,3.86,3.00,,,,2.5,,,,0.375,,,,,,,0.949,,,0.430,,,,,,3.30,2.89,1.61,0.924,,,,1.01,,,,,,,,,1.57,0.764,,1.00
2L3X2-1/2X3/8X3/8LLBB,2L,13.1,3.86,3.00,,,,2.5,,,,0.375,,,,,,,0.949,,,0.430,,,,,,3.30,2.89,1.61,0.924,,,,1.15,,,,,,,,,1.66,0.790,,1.00
2L3X2-1/2X3/8X3/4LLBB,2L,13.1,3.86,3.00,,,,2.5,,,,0.375,,,,,,,0.949,,,0.430,,,,,,3.30,2.89,1.61,0.924,,,,1.30,,,,,,,,,1.77,0.815,,1.00
2L3X2-1/2X5/16LLBB,2L,11.1,3.25,3.00,,,,2.5,,,,0.3125,,,,,,,0.925,,,0.400,,,,,,2.83,2.46,1.36,0.932,,,,1.00,,,,,,,,,1.57,0.760,,1.00
2L3X2-1/2X5/16X3/8LLBB,2L,11.1,3.25,3.00,,,,2.5,,,,0.3125,,,,,,,0.925,,,0.400,,,,,,2.83,2.46,1.36,0.932,,,,1.14,,,,,,,,,1.66,0.785,,1.00
2L3X2-1/2X5/16X3/4LLBB,2L,11.1,3.25,3.00,,,,2.5,,,,0.3125,,,,,,,0.925,,,0.400,,,,,,2.83,2.46,1.36,0.932,,,,1.29,,,,,,,,,1.76,0.810,,1.00
2L3X2-1/2X1/4LLBB,2L,8.97,2.64,3.00,,,,2.5,,,,0.25,,,,,,,0.900,,,0.360,,,,,,2.33,2.00,1.11,0.940,,,,0.991,,,,,,,,,1.57,0.756,,1.00
2L3X2-1/2X1/4X3/8LLBB,2L,8.97,2.64,3.00,,,,2.5,,,,0.25,,,,,,,0.900,,,0.360,,,,,,2.33,2.00,1.11,0.940,,,,1.12,,,,,,,,,1.66,0.781,,1.00
2L3X2-1/2X1/4X3/4LLBB,2L,8.97,2.64,3.00,,,,2.5,,,,0.25,,,,,,,0.900,,,0.360,,,,,,2.33,2.00,1.11,0.940,,,,1.27,,,,,,,,,1.76,0.806,,1.00
2L3X2-1/2X3/16LLBB,2L,6.82,2.00,3.00,,,,2.5,,,,0.1875,,,,,,,0.874,,,0.330,,,,,,1.80,1.52,0.846,0.947,,,,0.980,,,,,,,,,1.57,0.753,,1.00
2L3X2-1/2X3/16X3/8LLBB,2L,6.82,2.00,3.00,,,,2.5,,,,0.1875,,,,,,,0.874,,,0.330,,,,,,1.80,1.52,0.846,0.947,,,,1.11,,,,,,,,,1.65,0.778,,0.912
2L3X2-1/2X3/16X3/4LLBB,2L,6.82,2.00,3.00,,,,2.5,,,,0.1875,,,,,,,0.874,,,0.330,,,,,,1.80,1.52,0.846,0.947,,,,1.25,,,,,,,,,1.75,0.802,,0.912
2L3X2X1/2LLBB,2L,15.4,4.53,3.00,,,,2,,,,0.5,,,,,,,1.08,,,0.740,,,,,,3.85,3.55,2.00,0.922,,,,0.795,,,,,,,,,1.47,0.684,,1.00
2L3X2X1/2X3/8LLBB,2L,15.4,4.53,3.00,,,,2,,,,0.5,,,,,,,1.08,,,0.740,,,,,,3.85,3.55,2.00,0.922,,,,0.940,,,,,,,,,1.55,0.717,,1.00
2L3X2X1/2X3/4LLBB,2L,15.4,4.53,3.00,,,,2,,,,0.5,,,,,,,1.08,,,0.740,,,,,,3.85,3.55,2.00,0.922,,,,1.10,,,,,,,,,1.66,0.751,,1.00
2L3X2X3/8LLBB,2L,11.9,3.50,3.00,,,,2,,,,0.375,,,,,,,1.03,,,0.670,,,,,,3.07,2.78,1.56,0.937,,,,0.771,,,,,,,,,1.48,0.675,,1.00
2L3X2X3/8X3/8LLBB,2L,11.9,3.50,3.00,,,,2,,,,0.375,,,,,,,1.03,,,0.670,,,,,,3.07,2.78,1.56,0.937,,,,0.911,,,,,,,,,1.55,0.707,,1.00
2L3X2X3/8X3/4LLBB,2L,11.9,3.50,3.00,,,,2,,,,0.375,,,,,,,1.03,,,0.670,,,,,,3.07,2.78,1.56,0.937,,,,1.07,,,,,,,,,1.65,0.739,,1.00
2L3X2X5/16LLBB,2L,10.1,2.96,3.00,,,,2,,,,0.3125,,,,,,,1.01,,,0.630,,,,,,2.64,2.37,1.32,0.945,,,,0.760,,,,,,,,,1.48,0.671,,1.00
2L3X2X5/16X3/8LLBB,2L,10.1,2.96,3.00,,,,2,,,,0.3125,,,,,,,1.01,,,0.630,,,,,,2.64,2.37,1.32,0.945,,,,0.897,,,,,,,,,1.56,0.702,,1.00
2L3X2X5/16X3/4LLBB,2L,10.1,2.96,3.00,,,,2,,,,0.3125,,,,,,,1.01,,,0.630,,,,,,2.64,2.37,1.32,0.945,,,,1.05,,,,,,,,,1.65,0.734,,1.00
2L3X2X1/4LLBB,2L,8.18,2.40,3.00,,,,2,,,,0.25,,,,,,,0.980,,,0.600,,,,,,2.18,1.94,1.08,0.953,,,,0.749,,,,,,,,,1.48,0.668,,1.00
2L3X2X1/4X3/8LLBB,2L,8.18,2.40,3.00,,,,2,,,,0.25,,,,,,,0.980,,,0.600,,,,,,2.18,1.94,1.08,0.953,,,,0.883,,,,,,,,,1.56,0.698,,1.00
2L3X2X1/4X3/4LLBB,2L,8.18,2.40,3.00,,,,2,,,,0.25,,,,,,,0.980,,,0.600,,,,,,2.18,1.94,1.08,0.953,,,,1.03,,,,,,,,,1.65,0.730,,1.00
2L3X2X3/16LLBB,2L,6.24,1.83,3.00,,,,2,,,,0.1875,,,,,,,0.952,,,0.560,,,,,,1.69,1.49,0.828,0.961,,,,0.739,,,,,,,,,1.49,0.666,,1.00
2L3X2X3/16X3/8LLBB,2L,6.24,1.83,3.00,,,,2,,,,0.1875,,,,,,,0.952,,,0.560,,,,,,1.69,1.49,0.828,0.961,,,,0.869,,,,,,,,,1.55,0.695,,0.912
2L3X2X3/16X3/4LLBB,2L,6.24,1.83,3.00,,,,2,,,,0.1875,,,,,,,0.952,,,0.560,,,,,,1.69,1.49,0.828,0.961,,,,1.02,,,,,,,,,1.64,0.726,,0.912
2L2-1/2X2X3/8LLBB,2L,10.6,3.11,2.50,,,,2,,,,0.375,,,,,,,0.826,,,0.430,,,,,,1.83,1.96,1.09,0.766,,,,0.815,,,,,,,,,1.29,0.754,,1.00
2L2-1/2X2X3/8X3/8LLBB,2L,10.6,3.11,2.50,,,,2,,,,0.375,,,,,,,0.826,,,0.430,,,,,,1.83,1.96,1.09,0.766,,,,0.957,,,,,,,,,1.38,0.786,,1.00
2L2-1/2X2X3/8X3/4LLBB,2L,10.6,3.11,2.50,,,,2,,,,0.375,,,,,,,0.826,,,0.430,,,,,,1.83,1.96,1.09,0.766,,,,1.11,,,,,,,,,1.49,0.817,,1.00
2L2-1/2X2X5/16LLBB,2L,8.97,2.64,2.50,,,,2,,,,0.3125,,,,,,,0.803,,,0.390,,,,,,1.58,1.68,0.931,0.774,,,,0.804,,,,,,,,,1.29,0.748,,1.00
2L2-1/2X2X5/16X3/8LLBB,2L,8.97,2.64,2.50,,,,2,,,,0.3125,,,,,,,0.803,,,0.390,,,,,,1.58,1.68,0.931,0.774,,,,0.943,,,,,,,,,1.38,0.781,,1.00
2L2-1/2X2X5/16X3/4LLBB,2L,8.97,2.64,2.50,,,,2,,,,0.3125,,,,,,,0.803,,,0.390,,,,,,1.58,1.68,0.931,0.774,,,,1.10,,,,,,,,,1.49,0.812,,1.00
2L2-1/2X2X1/4LLBB,2L,7.30,2.14,2.50,,,,2,,,,0.25,,,,,,,0.779,,,0.360,,,,,,1.31,1.38,0.762,0.782,,,,0.794,,,,,,,,,1.29,0.744,,1.00
2L2-1/2X2X1/4X3/8LLBB,2L,7.30,2.14,2.50,,,,2,,,,0.25,,,,,,,0.779,,,0.360,,,,,,1.31,1.38,0.762,0.782,,,,0.930,,,,,,,,,1.38,0.775,,1.00
2L2-1/2X2X1/4X3/4LLBB,2L,7.30,2.14,2.50,,,,2,,,,0.25,,,,,,,0.779,,,0.360,,,,,,1.31,1.38,0.762,0.782,,,,1.08,,,,,,,,,1.49,0.806,,1.00
2L2-1/2X2X3/16LLBB,2L,5.57,1.64,2.50,,,,2,,,,0.1875,,,,,,,0.754,,,0.320,,,,,,1.02,1.06,0.585,0.790,,,,0.784,,,,,,,,,1.29,0.740,,1.00
2L2-1/2X2X3/16X3/8LLBB,2L,5.57,1.64,2.50,,,,2,,,,0.1875,,,,,,,0.754,,,0.320,,,,,,1.02,1.06,0.585,0.790,,,,0.916,,,,,,,,,1.38,0.771,,0.983
2L2-1/2X2X3/16X3/4LLBB,2L,5.57,1.64,2.50,,,,2,,,,0.1875,,,,,,,0.754,,,0.320,,,,,,1.02,1.06,0.585,0.790,,,,1.07,,,,,,,,,1.48,0.801,,0.983
2L8X6X1SLBB,2L,88.8,26.1,6.00,,,,8,,,,1,,,,,,,1.65,,,0.820,,,,,,77.6,32.4,17.8,1.72,,,,3.63,,,,,,,,,4.18,0.924,,1.00
2L8X6X1X3/8SLBB,2L,88.8,26.1,6.00,,,,8,,,,1,,,,,,,1.65,,,0.820,,,,,,77.6,32.4,17.8,1.72,,,,3.77,,,,,,,,,4.30,0.929,,1.00
2L8X6X1X3/4SLBB,2L,88.8,26.1,6.00,,,,8,,,,1,,,,,,,1.65,,,0.820,,,,,,77.6,32.4,17.8,1.72,,,,3.91,,,,,,,,,4.43,0.933,,1.00
2L8X6X7/8SLBB,2L,78.5,23.1,6.00,,,,8,,,,0.875,,,,,,,1.60,,,0.720,,,,,,69.8,28.7,15.9,1.74,,,,3.61,,,,,,,,,4.17,0.922,,1.00
2L8X6X7/8X3/8SLBB,2L,78.5,23.1,6.00,,,,8,,,,0.875,,,,,,,1.60,,,0.720,,,,,,69.8,28.7,15.9,1.74,,,,3.75,,,,,,,,,4.29,0.926,,1.00
2L8X6X7/8X3/4SLBB,2L,78.5,23.1,6.00,,,,8,,,,0.875,,,,,,,1.60,,,0.720,,,,,,69.8,28.7,15.9,1.74,,,,3.89,,,,,,,,,4.42,0.930,,1.00
2L8X6X3/4SLBB,2L,68.0,20.0,6.00,,,,8,,,,0.75,,,,,,,1.56,,,0.620,,,,,,61.5,24.9,13.8,1.75,,,,3.59,,,,,,,,,4.17,0.919,,1.00
2L8X6X3/4X3/8SLBB,2L,68.0,20.0,6.00,,,,8,,,,0.75,,,,,,,1.56,,,0.620,,,,,,61.5,24.9,13.8,1.75,,,,3.72,,,,,,,,,4.28,0.924,,1.00
2L8X6X3/4X3/4SLBB,2L,68.0,20.0,6.00,,,,8,,,,0.75,,,,,,,1.56,,,0.620,,,,,,61.5,24.9,13.8,1.75,,,,3.86,,,,,,,,,4.40,0.928,,1.00
2L8X6X5/8SLBB,2L,57.3,16.8,6.00,,,,8,,,,0.625,,,,,,,1.51,,,0.530,,,,,,52.8,21.0,11.8,1.77,,,,3.57,,,,,,,,,4.16,0.917,,1.00
2L8X6X5/8X3/8SLBB,2L,57.3,16.8,6.00,,,,8,,,,0.625,,,,,,,1.51,,,0.530,,,,,,52.8,21.0,11.8,1.77,,,,3.70,,,,,,,,,4.27,0.921,,0.997
2L8X6X5/8X3/4SLBB,2L,57.3,16.8,6.00,,,,8,,,,0.625,,,,,,,1.51,,,0.530,,,,,,52.8,21.0,11.8,1.77,,,,3.84,,,,,,,,,4.39,0.926,,0.997
2L8X6X9/16SLBB,2L,51.8,15.2,6.00,,,,8,,,,0.5625,,,,,,,1.49,,,0.480,,,,,,48.2,19.0,10.7,1.78,,,,3.55,,,,,,,,,4.15,0.916,,1.00
